id,first_name,last_name,specialty,hospital,phone
D0749,Matthieu,Roche,Oto-rhino-laryngologie,CH de la Côte Basque,+33 (0)5 59 71 12 07
D0750,Adèle,Langlois,Endocrinologie,CHU de Dijon,0269798524
D0751,Antoine,Vallet,Néphrologie,CHU de Lille,+33 (0)3 67 22 34 23
D0752,Gilles,Chevalier,Psychiatrie,Hôpital Pitié-Salpêtrière,02 47 10 76 03
D0753,Franck,David,Gastro-entérologie,Hôpital Xavier Arnozan,+33 (0)6 41 40 14 01
D0754,Sabine,Denis,Rhumatologie,Hôpital Robert Picqué,+33 3 56 25 01 24
D0755,Inès,Lévêque,Médecine vasculaire,CHU de Montpellier,0299893891
D0756,Eugène,Delorme,Hématologie,CHU de Nancy,+33 (0)3 65 34 28 01
D0757,Marcel,Bodin,Médecine interne,Hôpital Xavier Arnozan,04 97 92 71 25
D0758,Alex,Lamy,Infectiologie,Clinique Tivoli,+33 3 70 61 51 71
D0759,Dorothée,Dufour,Médecine générale,Hôpital Saint-Louis,04 93 48 01 57
D0760,Gabriel,Collin,Médecine palliative,Polyclinique de l'Atlantique,0632947386
D0761,Stéphane,Gilbert,Endocrinologie,CHU de Toulouse,+33 2 18 75 20 71
D0762,Anastasie,Navarro,Médecine vasculaire,CHU d'Angers,+33 (0)2 51 26 69 12
D0763,Christophe,Marchal,Hématologie,CH de la Côte Basque,+33 4 82 39 61 36
D0764,Monique,Didier,Gériatrie,CHU Pellegrin,0423657967
D0765,Danielle,Lopes,Radiologie,CHU de Nancy,+33 6 31 11 47 73
D0766,Lorraine,Lucas,Radiologie,CHU de Dijon,+33 (0)2 38 01 70 26
D0767,Josette,Potier,Chirurgie générale,Hôpital de la Timone,0290499118
D0768,Pauline,Teixeira,Urologie,CHU de Lille,03 57 47 78 48
D0769,Zacharie,Gimenez,Infectiologie,Hôpital Xavier Arnozan,+33 (0)1 58 61 67 56
D0770,Capucine,Jacques,Pneumologie,CHU de Nantes,+33 (0)1 58 28 42 76
D0771,Grégoire,Langlois,Néphrologie,Clinique Pasteur,07 41 97 88 97
D0772,Christelle,Guilbert,Anesthésiologie,CHU de Nantes,+33 1 79 64 79 69
D0773,Margaret,Benard,Médecine du sport,CHU de Nantes,0473009025
D0774,Adèle,Traore,Rhumatologie,Hôpital Pitié-Salpêtrière,+33 (0)4 83 61 65 56
D0775,Adèle,Lefèvre,Médecine vasculaire,CHU de Toulouse,+33 3 83 34 91 14
D0776,Gabriel,Marques,Infectiologie,Hôpital Robert Picqué,+33 1 47 85 07 69
D0777,Denise,De Oliveira,Oto-rhino-laryngologie,Clinique Saint-Augustin,0147790569
D0778,Amélie,Breton,Chirurgie générale,Hôpital Cochin,+33 (0)7 51 35 78 52
D0779,Laetitia,Ribeiro,Psychiatrie,Polyclinique de l'Atlantique,0586371834
D0780,Rémy,Rousseau,Médecine du sport,Hôpital Necker,0547391919
D0781,Yves,Maillard,Pédiatrie,CHU de Toulouse,+33 (0)6 76 35 14 84
D0782,Aurore,Dupré,Médecine d'urgence,CHU de Lille,0356664987
D0783,Marguerite,Ledoux,Oto-rhino-laryngologie,Hôpital Bichat,+33 1 46 82 97 37
D0784,René,Diaz,Médecine palliative,Hôpital Cochin,01 81 83 57 23
D0785,Henri,Letellier,Rhumatologie,Clinique du Parc,0582651364
D0786,Valentine,Renault,Médecine palliative,CHU de Dijon,+33 3 88 93 63 12
D0787,Léon,Leroy,Chirurgie orthopédique,Hôpital Xavier Arnozan,+33 4 67 77 86 60
D0788,Luc,Leroux,Néphrologie,Hôpital Saint-André,0261044820
D0789,Michelle,Vallée,Orthopédie,Hôpital Edouard Herriot,+33 (0)1 79 15 94 16
D0790,Aimée,Leconte,Physiologie,Hôpital de la Timone,+33 (0)5 45 23 19 81
D0791,Dorothée,Chartier,Anesthésiologie,Polyclinique de l'Atlantique,0791391559
D0792,Nathalie,Perrier,Neurologie,Polyclinique de l'Atlantique,+33 5 63 32 12 34
D0793,Brigitte,Lejeune,Infectiologie,Hôpital Pitié-Salpêtrière,0179785158
D0794,Audrey,Ollivier,Neurologie,Hôpital Edouard Herriot,+33 4 30 25 75 40
D0795,Madeleine,Seguin,Médecine vasculaire,Hôpital Pitié-Salpêtrière,+33 (0)1 78 34 86 45
D0796,Suzanne,Pottier,Cardiologie,CHU de Nancy,+33 (0)3 76 76 06 44
D0797,Éric,Boulay,Orthopédie,Hôpital Necker,+33 4 56 32 75 60
D0798,Robert,Faure,Infectiologie,CHU de Rennes,06 56 56 12 48
D0799,Christophe,Benard,Orthopédie,Clinique Tivoli,04 76 70 02 72
D0800,Adrien,Maréchal,Néphrologie,CHU d'Angers,+33 4 65 59 11 23
D0801,Diane,Delannoy,Médecine générale,CHU de Toulouse,+33 5 56 57 72 42
D0802,Marianne,Allain,Chirurgie cardiovasculaire,Hôpital Privé Jean Mermoz,0434316526
D0803,Alexandria,Masse,Rhumatologie,CHU de Rennes,+33 1 47 08 93 17
D0804,Louis,Charles,Dermatologie,Polyclinique de l'Atlantique,+33 1 76 69 69 42
D0805,Emmanuel,Tessier,Anesthésiologie,Polyclinique de l'Atlantique,+33 2 50 08 67 71
D0806,Maurice,Delannoy,Urologie,Polyclinique de l'Atlantique,+33 3 51 44 76 26
D0807,Lucas,Brunel,Gastro-entérologie,Hôpital Cochin,+33 4 34 36 26 20
D0808,Stéphane,Charles,Physiologie,CHU de Toulouse,+33 6 23 59 71 07
D0809,Grégoire,Breton,Chirurgie orthopédique,Hôpital Privé Jean Mermoz,03 62 66 94 11
D0810,Frédérique,Lopez,Médecine interne,Hôpital Saint-Louis,+33 (0)4 79 37 59 90
D0811,Aimé,Fleury,Néphrologie,Polyclinique de l'Atlantique,04 58 65 28 09
D0812,Joseph,Bertin,Gastro-entérologie,Hôpital Saint-André,+33 7 75 72 15 86
D0813,Guy,Bertin,Chirurgie cardiovasculaire,Clinique Tivoli,+33 (0)4 69 02 74 56
D0814,Roland,Charles,Psychiatrie,CHU de Rennes,0469625728
D0815,Dominique,Descamps,Urologie,Hôpital Bichat,01 78 32 03 20
D0816,Charlotte,Bertin,Radiologie,Clinique Saint-Augustin,+33 6 38 61 70 75
D0817,Mathilde,Guilbert,Médecine d'urgence,Clinique Tivoli,06 33 71 21 51
D0818,Lucas,Jacquet,Endocrinologie,CHU Haut-Lévêque,+33 3 22 84 99 39
D0819,Aimé,Laine,Médecine du sport,CHU de Rennes,+33 5 59 13 71 50
D0820,Roland,Bazin,Oto-rhino-laryngologie,Polyclinique de l'Atlantique,+33 (0)5 36 59 15 20
D0821,Édouard,Jacques,Neurologie,Hôpital Pitié-Salpêtrière,06 31 49 05 09
D0822,Catherine,Germain,Ophtalmologie,Hôpital Privé Jean Mermoz,+33 3 62 04 50 18
D0823,Josette,Weber,Radiologie,CHU de Strasbourg,+33 (0)5 46 42 36 10
D0824,Dominique,Guillaume,Cardiologie,Hôpital Saint-André,+33 5 33 64 21 47
D0825,Suzanne,Lesage,Anesthésiologie,CHU d'Angers,0257515837
D0826,Caroline,Chevallier,Pédiatrie,Hôpital Purpan,04 20 99 61 65
D0827,Laetitia,Lemoine,Oncologie,Clinique Pasteur,05 65 10 85 73
D0828,Madeleine,Torres,Endocrinologie,Hôpital Xavier Arnozan,+33 7 88 81 47 61
D0829,Suzanne,Martel,Psychiatrie,Hôpital Edouard Herriot,0279243864
D0830,Hélène,Rousseau,Endocrinologie,Hôpital de la Timone,+33 (0)1 74 81 86 61
D0831,Célina,Peltier,Urologie,CHU d'Angers,0490491801
D0832,Nicole,Peltier,Ophtalmologie,Polyclinique Bordeaux Nord,03 27 26 01 64
D0833,Thomas,Coste,Ophtalmologie,Clinique Tivoli,06 29 45 23 21
D0834,Océane,Texier,Chirurgie cardiovasculaire,Polyclinique de l'Atlantique,0244680061
D0835,Alexandre,Picard,Rhumatologie,CHU de Montpellier,06 34 69 74 99
D0836,Agnès,Blot,Urologie,Clinique Saint-Augustin,04 58 12 20 31
D0837,Sylvie,Durand,Néphrologie,Hôpital Bichat,+33 1 53 37 23 68
D0838,Laurent,Fernandez,Chirurgie générale,Hôpital Xavier Arnozan,0636276012
D0839,Honoré,Rousset,Psychiatrie,Hôpital Pitié-Salpêtrière,07 37 07 93 34
D0840,Hélène,Michaud,Chirurgie orthopédique,CH de la Côte Basque,+33 (0)4 79 01 66 79
D0841,Jeannine,Foucher,Pneumologie,CH de la Côte Basque,0164767899
D0842,Margaret,Coulon,Urologie,CHU Pellegrin,+33 1 82 80 69 58
D0843,Christophe,Royer,Médecine interne,CHU d'Angers,06 61 79 57 60
D0844,Isaac,Hervé,Pneumologie,CHU de Strasbourg,+33 6 45 73 83 95
D0845,Josette,Auger,Radiologie,Clinique du Parc,02 57 46 65 72
D0846,Laurence,Guillaume,Gastro-entérologie,Polyclinique Bordeaux Nord,0232722329
D0847,Claudine,Roussel,Dermatologie,Hôpital Pitié-Salpêtrière,07 74 33 80 05
D0848,Raymond,Hamon,Physiologie,Clinique Pasteur,+33 3 25 80 15 61
D0849,Laure,Dumas,Chirurgie générale,Hôpital Purpan,+33 (0)3 68 74 55 08
D0850,René,Fernandes,Chirurgie orthopédique,Hôpital Necker,+33 (0)1 76 77 11 99
D0851,Sabine,Henry,Oto-rhino-laryngologie,CH de la Côte Basque,+33 (0)2 43 21 35 24
D0852,Mathilde,Pichon,Pneumologie,Polyclinique de l'Atlantique,02 38 25 52 13
D0853,Brigitte,Legros,Radiologie,Hôpital Robert Picqué,+33 (0)3 82 75 48 21
D0854,René,Guichard,Rhumatologie,Polyclinique de l'Atlantique,04 93 32 86 32
D0855,Suzanne,Gilbert,Néphrologie,CHU Haut-Lévêque,05 55 78 50 72
D0856,Pénélope,Dubois,Psychiatrie,Hôpital Cochin,+33 (0)2 31 55 62 60
D0857,Anaïs,Thierry,Chirurgie générale,Clinique Pasteur,+33 (0)2 85 90 84 66
D0858,Maggie,Bonnin,Chirurgie générale,Hôpital Purpan,0469504892
D0859,Martine,Antoine,Oto-rhino-laryngologie,Hôpital Purpan,03 59 89 97 56
D0860,Philippine,Philippe,Cardiologie,CHU de Dijon,0231085628
D0861,Élodie,Jacquet,Urologie,Hôpital Cochin,+33 2 35 88 48 52
D0862,Alphonse,Leroy,Médecine générale,CHU Pellegrin,0380468105
D0863,Raymond,Techer,Chirurgie générale,Polyclinique de l'Atlantique,0253017490
D0864,Cécile,Maillot,Urologie,Hôpital Saint-Louis,+33 3 73 54 49 26
D0865,Dorothée,Gallet,Médecine d'urgence,Hôpital Saint-André,+33 2 43 58 93 57
D0866,Eugène,Caron,Médecine vasculaire,CHU de Montpellier,05 56 11 06 27
D0867,Marcel,Cohen,Médecine d'urgence,CHU de Lille,+33 (0)4 99 86 98 86
D0868,Rémy,Mary,Gériatrie,CHU de Strasbourg,05 63 77 62 28
D0869,Gilbert,Vallée,Médecine interne,Hôpital Purpan,02 56 88 13 77
D0870,Arthur,Letellier,Médecine du sport,CHU d'Angers,+33 4 99 19 61 15
D0871,Henriette,Charpentier,Psychiatrie,CHU de Montpellier,+33 (0)2 90 15 45 44
D0872,Claire,Leroy,Médecine palliative,Clinique Pasteur,+33 2 72 96 04 43
D0873,Jules,Rousset,Psychiatrie,CHU de Rennes,01 34 18 51 06
D0874,Christine,Baudry,Gynécologie,CHU de Montpellier,0630567922
D0875,Corinne,Bousquet,Médecine générale,Clinique du Parc,06 27 25 19 96
D0876,Amélie,Rey,Médecine du sport,CHU de Nancy,04 82 80 74 12
D0877,Mathilde,Laurent,Médecine du sport,Clinique du Parc,0253813989
D0878,Olivie,Vincent,Urologie,CHU de Dijon,+33 6 78 01 82 04
D0879,Simone,Leclerc,Orthopédie,CHU de Rennes,+33 5 96 18 95 69
D0880,Benjamin,Marin,Neurologie,CHU de Strasbourg,+33 (0)4 83 62 60 85
D0881,Alex,Boucher,Chirurgie orthopédique,CHU de Rennes,+33 (0)2 48 18 24 22
D0882,Pierre,Lecoq,Pédiatrie,Hôpital Purpan,+33 (0)2 90 46 20 95
D0883,Jules,Michel,Médecine palliative,Hôpital Pitié-Salpêtrière,+33 (0)4 56 61 52 65
D0884,Raymond,Mallet,Pédiatrie,Hôpital de la Timone,+33 (0)1 77 33 99 37
D0885,Danielle,Chrétien,Oncologie,CHU de Nancy,02 48 40 57 86
D0886,Christophe,Guillet,Orthopédie,Clinique Tivoli,+33 (0)5 54 30 48 91
D0887,Paul,Ledoux,Médecine vasculaire,Hôpital Purpan,+33 4 63 96 71 83
D0888,Sabine,Blanchard,Anesthésiologie,CHU de Nancy,0322386870
D0889,Adrien,Barthelemy,Endocrinologie,Polyclinique Bordeaux Nord,0321007494
D0890,Virginie,Bazin,Gynécologie,Hôpital Xavier Arnozan,04 88 39 84 02
D0891,Nicole,Joubert,Médecine palliative,CHU de Nantes,+33 (0)4 57 16 12 84
D0892,Aurore,Lacroix,Médecine interne,Clinique Pasteur,0484474355
D0893,Marc,Jacques,Hématologie,Hôpital Edouard Herriot,0145209700
D0894,Margot,Giraud,Médecine vasculaire,CH de la Côte Basque,07 56 81 18 07
D0895,Margot,Denis,Gériatrie,Polyclinique Bordeaux Nord,0517956201
D0896,Célina,Lemaître,Médecine générale,Hôpital Bichat,+33 5 96 03 04 53
D0897,Éric,Bonneau,Gériatrie,CHU de Lille,0367375047
D0898,Maryse,Munoz,Physiologie,CHU d'Angers,+33 1 40 36 14 98
D0899,Clémence,Picard,Radiologie,CHU de Nancy,+33 3 25 19 21 24
D0900,Hélène,Dumas,Infectiologie,CHU de Toulouse,0352089487
D0901,Adrien,Launay,Médecine palliative,CHU Haut-Lévêque,+33 (0)4 74 66 41 87
D0902,Clémence,Étienne,Pneumologie,Clinique Tivoli,+33 (0)3 68 04 68 75
D0903,Aimé,Michaud,Orthopédie,Hôpital Saint-Louis,+33 4 80 19 03 61
D0904,Paul,Pierre,Physiologie,Clinique Saint-Augustin,+33 4 77 41 10 76
D0905,Susan,Laurent,Infectiologie,Clinique du Parc,0385317350
D0906,Valentine,Le Roux,Médecine d'urgence,Clinique du Parc,+33 2 21 99 71 79
D0907,Gérard,Clément,Rhumatologie,Polyclinique de l'Atlantique,+33 (0)1 60 65 12 07
D0908,Bertrand,Hernandez,Médecine palliative,CHU de Nantes,01 88 10 80 46
D0909,Andrée,Pereira,Oncologie,Clinique Tivoli,03 73 99 07 67
D0910,Stéphanie,Gilbert,Médecine palliative,Hôpital Cochin,+33 (0)4 82 07 85 93
D0911,Franck,Henry,Cardiologie,CH de la Côte Basque,+33 (0)2 14 93 92 84
D0912,Adrienne,De Oliveira,Gastro-entérologie,CHU Haut-Lévêque,05 96 23 20 02
D0913,Thierry,Mary,Pneumologie,Clinique Pasteur,04 92 49 82 27
D0914,Thierry,Marion,Urologie,CHU de Nancy,0444508920
D0915,Noël,Guillou,Urologie,CH de la Côte Basque,+33 (0)5 63 53 33 15
D0916,Laurent,Martineau,Chirurgie générale,Hôpital Cochin,06 38 95 99 59
D0917,Théophile,Humbert,Gériatrie,CHU de Rennes,0310170730
D0918,Lucie,Hubert,Physiologie,Clinique Pasteur,+33 6 37 93 37 56
D0919,Lucas,Alexandre,Neurologie,Clinique du Parc,+33 1 40 50 15 08
D0920,Gabriel,Blanchard,Psychiatrie,CHU de Lille,0590395003
D0921,Louis,Jacquet,Cardiologie,CHU de Montpellier,+33 3 66 42 58 32
D0922,Louis,Simon,Médecine interne,CHU de Nantes,+33 4 11 10 26 15
D0923,Marc,Schneider,Anesthésiologie,Hôpital Bichat,03 79 55 28 96
D0924,Michèle,François,Chirurgie cardiovasculaire,Clinique Saint-Augustin,+33 (0)2 76 23 38 65
D0925,Timothée,Joseph,Chirurgie orthopédique,Clinique Tivoli,03 82 09 93 84
D0926,Sophie,Gérard,Chirurgie orthopédique,CHU de Dijon,0383042897
D0927,Marc,Petitjean,Pneumologie,Hôpital Bichat,+33 (0)6 49 12 86 85
D0928,Colette,Paul,Oto-rhino-laryngologie,Hôpital Purpan,03 27 55 87 77
D0929,René,Blin,Chirurgie orthopédique,Hôpital Necker,01 64 33 37 36
D0930,Martin,Schneider,Neurologie,Hôpital Xavier Arnozan,05 18 92 54 81
D0931,Grégoire,Hamel,Pédiatrie,Hôpital Saint-André,+33 (0)4 50 78 53 90
D0932,Chantal,Blanchet,Radiologie,CHU de Lille,0565776657
D0933,Timothée,Maillard,Neurologie,CHU Haut-Lévêque,01 49 27 34 15
D0934,Émile,Cousin,Psychiatrie,CHU de Strasbourg,+33 (0)4 27 31 11 50
D0935,Émilie,Bourgeois,Gastro-entérologie,Hôpital Xavier Arnozan,0354544439
D0936,Guillaume,Chrétien,Rhumatologie,Hôpital Pitié-Salpêtrière,0141445669
D0937,Olivie,Bègue,Oncologie,Clinique du Parc,+33 (0)6 58 26 33 37
D0938,Nicolas,Blondel,Physiologie,CHU de Nancy,06 35 51 53 66
D0939,Marc,Navarro,Oto-rhino-laryngologie,CHU de Nantes,01 56 52 92 40
D0940,Colette,Delmas,Endocrinologie,Hôpital de la Timone,0482366684
D0941,Victor,Coste,Médecine d'urgence,CHU de Nancy,+33 (0)1 58 22 59 99
D0942,Henriette,Michaud,Orthopédie,CHU de Strasbourg,03 58 61 86 37
D0943,Franck,Boulanger,Endocrinologie,CHU de Rennes,04 63 12 18 20
D0944,Valérie,Lagarde,Neurologie,CHU de Dijon,01 53 23 16 43
D0945,Nicolas,Klein,Néphrologie,CHU de Montpellier,+33 (0)6 31 05 80 25
D0946,Antoinette,Michaud,Endocrinologie,CH de la Côte Basque,+33 2 46 28 67 16
D0947,Lucas,Dumont,Pédiatrie,Hôpital Privé Jean Mermoz,+33 4 67 67 29 94
D0948,Jacqueline,Renaud,Oncologie,Hôpital Robert Picqué,04 27 30 27 16
D0949,Josette,Hoarau,Pneumologie,Hôpital Pitié-Salpêtrière,0767790147
D0950,Adélaïde,Bonnin,Physiologie,Clinique Saint-Augustin,0535926329
D0951,Nath,Lesage,Infectiologie,Clinique Pasteur,05 31 29 16 03
D0952,Hugues,Paris,Neurologie,Clinique du Parc,0214376815
D0953,Denis,Faivre,Oncologie,CHU de Nantes,+33 (0)4 75 67 24 38
D0954,Benjamin,Pinto,Médecine interne,CHU de Rennes,+33 (0)2 21 76 56 36
D0955,Auguste,Dubois,Oncologie,Hôpital Saint-André,0248257771
D0956,Émile,Lévy,Rhumatologie,CH de la Côte Basque,+33 5 87 27 42 20
D0957,Julie,Roussel,Gynécologie,CHU Haut-Lévêque,+33 4 49 18 62 10
D0958,Margaret,Maillard,Physiologie,Polyclinique de l'Atlantique,+33 5 90 52 30 83
D0959,Capucine,Grenier,Gériatrie,Hôpital Pitié-Salpêtrière,+33 (0)2 41 64 70 90
D0960,Benoît,Leleu,Dermatologie,Clinique du Parc,03 57 35 33 10
D0961,Astrid,Leroy,Gynécologie,CHU de Rennes,+33 (0)4 81 31 31 22
D0962,Benjamin,Legros,Chirurgie orthopédique,CHU de Montpellier,+33 (0)4 76 58 39 38
D0963,Anastasie,Gilbert,Cardiologie,Hôpital Saint-André,+33 (0)3 72 31 55 20
D0964,Andrée,Guibert,Médecine palliative,CHU de Toulouse,0143637314
D0965,Manon,Ferrand,Psychiatrie,Hôpital Xavier Arnozan,0173136497
D0966,François,Mendès,Médecine palliative,Hôpital de la Timone,+33 3 85 19 56 25
D0967,Jérôme,Bousquet,Gynécologie,Clinique Tivoli,0698150997
D0968,Alex,Gros,Gériatrie,Hôpital Saint-Louis,+33 1 43 30 91 43
D0969,Nathalie,Gilbert,Gastro-entérologie,Hôpital Robert Picqué,+33 2 28 02 57 43
D0970,Henri,Mallet,Chirurgie générale,Hôpital Robert Picqué,+33 1 69 39 75 24
D0971,Timothée,Weiss,Gériatrie,Polyclinique de l'Atlantique,+33 (0)5 58 40 35 53
D0972,Lucas,Gimenez,Psychiatrie,CHU de Toulouse,+33 (0)3 84 39 68 52
D0973,Capucine,Lombard,Médecine du sport,Hôpital Xavier Arnozan,+33 (0)1 88 71 30 23
D0974,Gilbert,Robin,Médecine palliative,CHU de Strasbourg,+33 3 58 38 16 74
D0975,Jacques,Mace,Chirurgie cardiovasculaire,CHU Pellegrin,+33 3 82 62 93 44
D0976,Hortense,Pons,Médecine générale,Polyclinique de l'Atlantique,+33 4 23 71 56 62
D0977,Charlotte,Besnard,Orthopédie,Hôpital Xavier Arnozan,05 81 27 06 61
D0978,Patricia,Ribeiro,Gastro-entérologie,CH de la Côte Basque,+33 3 25 46 74 74
D0979,Alexandria,Guilbert,Médecine palliative,Polyclinique Bordeaux Nord,02 19 52 73 23
D0980,Aimé,Richard,Neurologie,Clinique du Parc,0766665674
D0981,Lucy,Pruvost,Infectiologie,CHU Pellegrin,+33 (0)5 55 01 69 23
D0982,Paulette,Nguyen,Orthopédie,CHU Pellegrin,0487875066
D0983,Nathalie,Hoarau,Oncologie,CHU d'Angers,+33 6 80 50 24 97
D0984,Maggie,Caron,Médecine palliative,Clinique Saint-Augustin,0383992011
D0985,Lucy,Mendès,Chirurgie générale,CHU de Toulouse,05 45 91 83 62
D0986,Véronique,Launay,Cardiologie,Polyclinique Bordeaux Nord,0458886946
D0987,Odette,Petitjean,Médecine générale,Hôpital Saint-André,+33 (0)2 45 95 24 36
D0988,Marthe,Le Gall,Orthopédie,CHU de Nancy,+33 (0)3 22 70 11 68
D0989,Arnaude,Bègue,Endocrinologie,Hôpital Edouard Herriot,0579225223
D0990,Claire,Vidal,Neurologie,CHU de Nancy,+33 (0)6 29 32 30 23
D0991,Raymond,Lejeune,Dermatologie,CHU de Lille,02 45 21 41 61
D0992,Robert,Andre,Pneumologie,Hôpital Saint-Louis,0156937710
D0993,Charles,Da Costa,Oncologie,Hôpital Edouard Herriot,+33 (0)1 72 13 80 69
D0994,Dorothée,Samson,Chirurgie générale,CHU Haut-Lévêque,0737596555
D0995,Thomas,Dupuis,Pneumologie,Hôpital Edouard Herriot,0546690551
D0996,Adrien,Pineau,Psychiatrie,CHU de Montpellier,02 69 09 18 43
D0997,Alexandrie,Sauvage,Pédiatrie,CHU de Nancy,05 57 30 50 50
D0998,Susan,Guyon,Médecine palliative,Hôpital Bichat,0596397691
D0999,Adèle,Gilbert,Infectiologie,Clinique du Parc,02 40 64 93 28
D1000,Henriette,Auger,Hématologie,Hôpital Purpan,+33 (0)2 55 71 48 72
D1001,Caroline,Ferreira,Pneumologie,CHU de Rennes,03 80 33 21 16
D1002,Michelle,Leroy,Physiologie,CHU Pellegrin,+33 4 76 64 34 71
D1003,Margot,Dufour,Pédiatrie,CHU de Lille,02 34 53 99 15
D1004,Alexandria,Wagner,Infectiologie,Hôpital Cochin,05 86 33 41 41
D1005,Frédéric,Blanc,Endocrinologie,Clinique du Parc,0345195256
D1006,Hortense,Gallet,Neurologie,CHU de Lille,+33 (0)4 68 09 83 66
D1007,Timothée,Pires,Oto-rhino-laryngologie,Hôpital Bichat,0254899316
D1008,Alain,Tanguy,Pneumologie,Clinique Tivoli,04 70 24 37 72
D1009,Joséphine,Jacquet,Médecine interne,Clinique Tivoli,+33 1 60 95 48 14
D1010,Claude,Munoz,Anesthésiologie,CHU de Montpellier,03 64 74 60 52
D1011,Valérie,Auger,Orthopédie,Clinique Tivoli,+33 3 69 02 76 42
D1012,Alphonse,Lévy,Orthopédie,CH de la Côte Basque,04 81 67 56 61
D1013,Éléonore,Petitjean,Chirurgie cardiovasculaire,CHU de Rennes,0434386125
D1014,Odette,Blin,Chirurgie générale,CHU de Nantes,+33 (0)4 63 72 92 77
D1015,Stéphane,Rodrigues,Oto-rhino-laryngologie,CHU de Toulouse,+33 3 65 30 59 12
D1016,Alexandria,Launay,Rhumatologie,CHU de Montpellier,+33 1 79 15 72 01
D1017,Denise,Delahaye,Hématologie,Hôpital Purpan,0582263013
D1018,Anastasie,Camus,Pneumologie,Hôpital Edouard Herriot,0324617647
D1019,Alexandrie,Dubois,Chirurgie cardiovasculaire,Hôpital Necker,+33 (0)2 49 11 78 30
D1020,Jacqueline,Baudry,Neurologie,CHU d'Angers,04 26 19 26 76
D1021,Théophile,Masse,Oto-rhino-laryngologie,CHU Haut-Lévêque,+33 2 38 51 82 60
D1022,Anaïs,Berthelot,Infectiologie,CHU de Rennes,01 83 89 81 31
D1023,Jules,Joseph,Chirurgie orthopédique,CHU de Strasbourg,+33 1 39 87 51 02
D1024,Hortense,Leclerc,Médecine du sport,CHU de Nantes,+33 2 32 84 01 18
D1025,Théophile,Marchal,Médecine d'urgence,Polyclinique de l'Atlantique,+33 5 63 03 40 84
D1026,Margaux,Joubert,Gynécologie,Hôpital Necker,02 69 97 58 59
D1027,Élise,Gros,Pneumologie,CHU de Strasbourg,+33 2 38 03 03 24
D1028,Victoire,Fabre,Psychiatrie,Hôpital Necker,+33 3 64 95 42 96
D1029,Denis,Dias,Anesthésiologie,CHU de Dijon,0390626714
D1030,Margaret,Lamy,Pneumologie,Hôpital Cochin,+33 3 58 14 35 98
D1031,Josette,Goncalves,Endocrinologie,CHU de Nancy,02 90 56 60 93
D1032,Denis,Dupuy,Neurologie,CHU de Toulouse,+33 (0)2 46 86 15 15
D1033,Xavier,Merle,Endocrinologie,CHU de Toulouse,0277340163
D1034,Alexandria,Duval,Urologie,CH de la Côte Basque,+33 (0)3 25 84 97 18
D1035,Adèle,Bonnin,Oncologie,Hôpital Xavier Arnozan,0422910256
D1036,Jules,Barre,Urologie,Hôpital Bichat,06 89 24 08 22
D1037,Guy,Hoareau,Néphrologie,Clinique Tivoli,0178539672
D1038,Brigitte,Monnier,Dermatologie,CHU de Dijon,04 38 46 83 41
D1039,Thibault,Cordier,Dermatologie,Clinique Tivoli,0234113129
D1040,Bertrand,Clément,Endocrinologie,CHU Haut-Lévêque,0770682778
D1041,Marianne,Labbé,Médecine d'urgence,CHU de Nancy,+33 (0)5 53 09 30 68
D1042,Océane,Barre,Oncologie,CHU d'Angers,+33 1 72 97 28 32
D1043,Denis,Poulain,Orthopédie,CHU de Nantes,+33 4 89 06 76 25
D1044,Frédéric,Maillot,Pédiatrie,Hôpital de la Timone,+33 2 50 44 74 43
D1045,Adrien,Gallet,Physiologie,CHU de Nantes,03 65 48 07 97
D1046,Bertrand,Hamon,Gastro-entérologie,CHU de Toulouse,+33 (0)6 34 54 51 05
D1047,Michelle,Lemoine,Urologie,CHU Haut-Lévêque,04 90 01 67 31
D1048,Éléonore,Buisson,Endocrinologie,Clinique Pasteur,+33 5 56 17 02 43
D1049,Charlotte,Delaunay,Infectiologie,Clinique du Parc,0457562841
D1050,Brigitte,Descamps,Physiologie,Hôpital Saint-Louis,02 99 25 60 53
D1051,Frédéric,Aubert,Endocrinologie,Polyclinique de l'Atlantique,0170266502
D1052,Margot,Philippe,Médecine vasculaire,CHU de Nancy,04 15 16 78 72
D1053,Victor,Hamel,Pédiatrie,Hôpital Purpan,05 34 21 10 22
D1054,Adélaïde,Charrier,Chirurgie cardiovasculaire,Hôpital Purpan,+33 (0)3 76 05 69 06
D1055,Christiane,Charpentier,Oncologie,CHU Haut-Lévêque,0731639282
D1056,Paul,Guyot,Chirurgie générale,Hôpital Edouard Herriot,+33 (0)4 11 36 37 18
D1057,Juliette,Arnaud,Gynécologie,Hôpital Xavier Arnozan,+33 2 79 31 26 04
D1058,Léon,Rodrigues,Urologie,CHU de Lille,01 46 93 10 66
D1059,Édith,Schneider,Psychiatrie,Polyclinique de l'Atlantique,+33 3 67 56 70 86
D1060,Lucy,Roux,Neurologie,Clinique Pasteur,0246454563
D1061,Timothée,Rousseau,Infectiologie,CHU de Nantes,+33 1 70 00 53 47
D1062,Roger,Seguin,Oncologie,CHU Haut-Lévêque,+33 (0)5 79 24 75 54
D1063,Frédéric,Pereira,Médecine du sport,CH de la Côte Basque,+33 (0)2 56 55 59 89
