id,first_name,last_name,specialty,hospital,phone
D9289,Jean,Maréchal,Médecine interne,CHU de Dijon,+33 (0)6 22 80 79 34
D9290,Virginie,Klein,Endocrinologie,CHU Haut-Lévêque,05 18 90 91 02
D9291,Martin,Chevalier,Orthopédie,Hôpital Edouard Herriot,+33 5 94 98 04 46
D9292,Adrien,Thomas,Pneumologie,Hôpital Privé Jean Mermoz,02 29 94 92 35
D9293,Laure,Jacquot,Anesthésiologie,Hôpital Edouard Herriot,+33 1 81 27 30 49
D9294,Odette,Duhamel,Médecine vasculaire,Clinique du Parc,01 60 55 01 44
D9295,Matthieu,Bernard,Oto-rhino-laryngologie,Clinique Pasteur,+33 (0)2 43 16 70 51
D9296,Guillaume,Torres,Pneumologie,Clinique Pasteur,+33 (0)1 80 75 35 35
D9297,Patricia,Potier,Endocrinologie,Hôpital Pitié-Salpêtrière,0321365375
D9298,Alix,Rossi,Endocrinologie,Hôpital Necker,0237282642
D9299,Thibault,Duhamel,Pneumologie,CHU Pellegrin,+33 (0)4 20 85 96 18
D9300,Laetitia,Cousin,Médecine vasculaire,CHU de Nantes,04 74 85 47 39
D9301,Françoise,Duhamel,Cardiologie,Hôpital Saint-Louis,+33 1 44 16 12 79
D9302,Guy,Léger,Endocrinologie,Clinique Tivoli,+33 5 18 28 11 50
D9303,Caroline,Mathieu,Médecine du sport,Hôpital Xavier Arnozan,02 54 32 17 11
D9304,Roger,Hoareau,Chirurgie cardiovasculaire,Hôpital Bichat,04 71 30 15 70
D9305,Vincent,Monnier,Radiologie,CHU d'Angers,01 64 14 30 27
D9306,Victoire,Mendès,Psychiatrie,Hôpital de la Timone,06 30 99 18 24
D9307,Pauline,Paris,Hématologie,Clinique Pasteur,+33 (0)4 32 28 32 42
D9308,André,Dupont,Orthopédie,CHU de Montpellier,0415108429
D9309,Chantal,Seguin,Gastro-entérologie,CHU de Strasbourg,06 66 42 63 33
D9310,Gérard,Renaud,Chirurgie générale,CHU de Strasbourg,+33 4 91 62 12 74
D9311,Émile,Pages,Radiologie,Hôpital Saint-André,0143551629
D9312,Chantal,Bigot,Médecine du sport,Polyclinique de l'Atlantique,+33 2 18 61 69 34
D9313,Hortense,Delattre,Rhumatologie,Hôpital Xavier Arnozan,+33 (0)6 34 46 48 78
D9314,Julien,Lefèvre,Rhumatologie,Clinique du Parc,04 78 20 75 70
D9315,René,Techer,Cardiologie,Hôpital Pitié-Salpêtrière,04 26 83 71 53
D9316,Patricia,Lopez,Médecine palliative,Hôpital Saint-Louis,+33 7 46 31 74 81
D9317,Michelle,Lejeune,Infectiologie,Hôpital Edouard Herriot,03 86 31 21 82
D9318,Céline,Fernandes,Pneumologie,CHU de Dijon,0561734753
D9319,Madeleine,Duval,Pédiatrie,Clinique Tivoli,04 49 16 47 56
D9320,Alphonse,Seguin,Pédiatrie,CH de la Côte Basque,+33 (0)4 78 75 41 57
D9321,Laetitia,Gilbert,Gériatrie,CHU de Rennes,+33 (0)3 90 28 23 42
D9322,Martine,Lévy,Neurologie,CHU de Toulouse,+33 1 81 97 88 62
D9323,Honoré,Menard,Chirurgie cardiovasculaire,CHU Haut-Lévêque,0371422132
D9324,Mathilde,Pascal,Gériatrie,Hôpital Purpan,07 79 73 25 98
D9325,Luce,Pruvost,Chirurgie générale,CHU de Lille,01 77 99 39 47
D9326,Agathe,Morvan,Oto-rhino-laryngologie,CHU de Toulouse,0382443280
D9327,Pauline,Perrin,Infectiologie,Hôpital Saint-André,0144945177
D9328,Jeanne,Simon,Neurologie,CHU de Nancy,+33 (0)7 51 54 89 49
D9329,Dominique,Foucher,Chirurgie générale,Clinique du Parc,0178536236
D9330,Marguerite,Garcia,Hématologie,CHU de Nancy,05 59 82 63 74
D9331,Martine,Moreau,Oto-rhino-laryngologie,Hôpital Saint-André,04 75 96 46 52
D9332,Suzanne,Mercier,Oto-rhino-laryngologie,Hôpital Robert Picqué,0699248956
D9333,Michelle,Carlier,Hématologie,Hôpital Xavier Arnozan,0432643989
D9334,Isabelle,Lelièvre,Gastro-entérologie,CHU de Nancy,+33 1 39 70 04 66
D9335,Arnaude,Lopez,Physiologie,CHU de Lille,0310261247
D9336,Frédéric,Pierre,Orthopédie,Clinique Saint-Augustin,+33 (0)4 78 20 64 09
D9337,Christophe,Legendre,Médecine interne,Clinique du Parc,+33 (0)6 20 66 93 54
D9338,Danielle,Raynaud,Chirurgie orthopédique,Polyclinique de l'Atlantique,+33 (0)1 48 21 14 09
D9339,Emmanuel,Bouvier,Orthopédie,Hôpital Purpan,0241673833
D9340,Joséphine,Lagarde,Chirurgie orthopédique,Hôpital Purpan,01 30 49 83 56
D9341,Claude,Gomez,Médecine d'urgence,Hôpital Bichat,+33 6 77 03 61 93
D9342,Henri,Bodin,Cardiologie,CHU d'Angers,04 83 25 76 87
D9343,Adèle,Delmas,Néphrologie,CHU de Montpellier,+33 5 53 43 79 79
D9344,Claudine,Peron,Oto-rhino-laryngologie,Hôpital Robert Picqué,0262542171
D9345,Paulette,Texier,Neurologie,Clinique Tivoli,+33 (0)5 58 84 95 98
D9346,Jean,Letellier,Cardiologie,Hôpital Xavier Arnozan,03 65 49 45 90
D9347,Victor,Grenier,Chirurgie cardiovasculaire,CHU de Strasbourg,+33 6 36 54 99 04
D9348,Josette,Lefort,Neurologie,Hôpital Edouard Herriot,0251141010
D9349,Françoise,Chauvet,Neurologie,Clinique Saint-Augustin,03 21 69 05 94
D9350,Catherine,Pereira,Gynécologie,CHU Haut-Lévêque,+33 7 73 92 66 69
D9351,Alix,Gosselin,Néphrologie,CHU Pellegrin,+33 (0)3 56 70 39 47
D9352,Nicole,Louis,Gériatrie,Hôpital Edouard Herriot,+33 (0)3 39 54 97 07
D9353,Adèle,Gauthier,Pneumologie,Hôpital Cochin,0786740028
D9354,Anne,Vallée,Pédiatrie,Hôpital Bichat,0236607319
D9355,Dorothée,Alves,Neurologie,Hôpital Purpan,+33 (0)4 22 78 82 55
D9356,Alice,Torres,Rhumatologie,CHU de Lille,02 43 28 24 08
D9357,Henri,Berthelot,Ophtalmologie,CHU de Dijon,02 57 74 06 47
D9358,Suzanne,Lambert,Psychiatrie,CHU de Dijon,01 60 44 91 60
D9359,Christine,Boutin,Infectiologie,CHU de Nantes,+33 1 45 27 58 79
D9360,Pierre,Aubert,Médecine générale,CHU de Dijon,+33 1 42 50 00 94
D9361,Marguerite,Carpentier,Chirurgie cardiovasculaire,Clinique du Parc,04 81 96 07 54
D9362,Sabine,Diallo,Pneumologie,Polyclinique de l'Atlantique,0411223360
D9363,Arnaude,Gosselin,Urologie,CHU de Montpellier,0352472969
D9364,Marie,Peltier,Neurologie,Hôpital Necker,+33 2 97 15 29 95
D9365,Henriette,Delaunay,Orthopédie,CHU de Rennes,+33 (0)6 30 08 85 48
D9366,Nathalie,Mendès,Cardiologie,Polyclinique Bordeaux Nord,+33 (0)2 62 64 90 94
D9367,Émile,Boutin,Orthopédie,CHU de Dijon,+33 4 99 47 24 63
D9368,Marcel,Fontaine,Médecine d'urgence,Clinique du Parc,+33 4 58 58 40 94
D9369,Léon,Dupont,Psychiatrie,Polyclinique Bordeaux Nord,0383666470
D9370,Xavier,Ruiz,Hématologie,CHU de Nancy,02 37 99 61 30
D9371,Bernadette,Godard,Oto-rhino-laryngologie,CHU de Nantes,0698071308
D9372,Antoine,Meyer,Gynécologie,CHU de Lille,04 72 27 24 40
D9373,Zoé,Delattre,Néphrologie,Hôpital Purpan,0352517171
D9374,Georges,Lenoir,Radiologie,Clinique du Parc,+33 2 76 13 17 23
D9375,Alexandria,Ramos,Neurologie,Hôpital de la Timone,+33 (0)3 58 28 00 01
D9376,Joséphine,Daniel,Néphrologie,Clinique Pasteur,0139874950
D9377,Martin,Martins,Urologie,CH de la Côte Basque,0557705773
D9378,Anaïs,Leconte,Rhumatologie,Hôpital Cochin,0247402269
D9379,Adèle,Lamy,Oto-rhino-laryngologie,CHU d'Angers,+33 1 39 94 84 61
D9380,Pauline,Chauveau,Neurologie,Hôpital Pitié-Salpêtrière,+33 (0)2 79 88 23 98
D9381,Élodie,Salmon,Endocrinologie,CHU de Dijon,0352772118
D9382,Lucas,Lefort,Endocrinologie,Hôpital Xavier Arnozan,+33 (0)4 84 17 53 09
D9383,Lucy,Voisin,Cardiologie,Hôpital Purpan,+33 1 46 48 68 18
D9384,Henri,Vincent,Pneumologie,CHU Haut-Lévêque,0219292506
D9385,Claude,Coste,Chirurgie générale,Hôpital Cochin,+33 3 27 14 45 68
D9386,Lucy,Salmon,Cardiologie,Hôpital de la Timone,03 64 14 68 70
D9387,Robert,Bernier,Radiologie,Hôpital Saint-André,+33 (0)2 37 51 66 95
D9388,Thomas,Philippe,Chirurgie orthopédique,CHU de Rennes,+33 2 31 81 12 46
D9389,Philippe,Descamps,Médecine interne,Clinique du Parc,+33 (0)6 28 89 90 70
D9390,Stéphanie,Barthelemy,Chirurgie cardiovasculaire,Hôpital Pitié-Salpêtrière,03 75 09 83 92
D9391,Joseph,Arnaud,Pédiatrie,Hôpital Bichat,+33 2 51 02 15 23
D9392,René,Torres,Médecine vasculaire,Clinique Pasteur,0252719322
D9393,Vincent,Pons,Physiologie,Hôpital Xavier Arnozan,+33 (0)5 87 79 18 50
D9394,Andrée,Schneider,Pneumologie,CHU de Strasbourg,+33 (0)6 31 73 20 36
D9395,Alexandre,Voisin,Médecine d'urgence,Hôpital Pitié-Salpêtrière,+33 (0)4 43 98 70 37
D9396,Victoire,Laporte,Médecine générale,CHU Pellegrin,0430576763
D9397,Georges,Bouvet,Ophtalmologie,Clinique Pasteur,0251319299
D9398,Sophie,Lacroix,Hématologie,Polyclinique de l'Atlantique,+33 3 26 39 47 80
D9399,Valentine,Dupont,Infectiologie,Hôpital Edouard Herriot,+33 (0)4 89 06 71 56
D9400,Margaux,Lebon,Gynécologie,Clinique Pasteur,+33 5 31 85 68 80
D9401,Stéphanie,Andre,Médecine interne,Hôpital Privé Jean Mermoz,+33 (0)7 63 48 29 04
D9402,Agnès,Dubois,Hématologie,Hôpital Cochin,0773266305
D9403,Arnaude,Fernandes,Hématologie,Clinique Tivoli,0594223709
D9404,Renée,Gauthier,Ophtalmologie,CHU de Rennes,0468288458
D9405,Marcel,Morin,Orthopédie,Clinique Pasteur,01 40 49 60 91
D9406,Laurent,Martins,Chirurgie orthopédique,CHU de Nancy,+33 (0)7 87 26 29 28
D9407,Cécile,Lévêque,Chirurgie générale,CHU de Toulouse,+33 (0)4 50 53 28 24
D9408,Élodie,Lemaître,Pneumologie,Hôpital Privé Jean Mermoz,+33 (0)2 69 57 69 98
D9409,Alix,Blanchet,Infectiologie,CHU d'Angers,+33 6 82 51 08 96
D9410,Bernadette,Léger,Orthopédie,CH de la Côte Basque,+33 (0)6 36 28 85 51
D9411,Élisabeth,Moreno,Médecine palliative,Hôpital Saint-Louis,0476394534
D9412,Adélaïde,Roy,Urologie,Hôpital Purpan,+33 4 97 21 46 11
D9413,Michèle,Chevalier,Médecine vasculaire,Hôpital Cochin,+33 (0)4 98 59 79 42
D9414,Jean,Bouvet,Dermatologie,Hôpital Bichat,+33 4 27 13 24 26
D9415,Marie,Gaillard,Gériatrie,CHU de Rennes,+33 5 17 51 95 65
D9416,Michelle,Baron,Néphrologie,Hôpital Cochin,0554035661
D9417,Laurence,Teixeira,Physiologie,CHU de Lille,+33 5 17 41 76 57
D9418,Aimé,Guillet,Chirurgie cardiovasculaire,Clinique du Parc,04 13 91 20 03
D9419,Gilles,Tessier,Ophtalmologie,Hôpital de la Timone,05 17 37 02 16
D9420,Pauline,Moreno,Oto-rhino-laryngologie,Hôpital Bichat,01 55 91 26 67
D9421,Frédéric,Reynaud,Hématologie,Hôpital Saint-Louis,+33 2 61 33 79 71
D9422,Marcel,Laurent,Urologie,Hôpital Edouard Herriot,+33 6 98 15 13 32
D9423,Aurore,Mary,Médecine générale,Hôpital Xavier Arnozan,+33 (0)2 35 87 36 37
D9424,Alexandria,Colin,Oto-rhino-laryngologie,CHU de Toulouse,04 56 20 86 00
D9425,Joseph,Henry,Chirurgie générale,Hôpital de la Timone,+33 (0)2 85 41 64 47
D9426,Laure,Lejeune,Oncologie,Hôpital de la Timone,+33 3 88 89 32 31
D9427,Caroline,Techer,Chirurgie cardiovasculaire,CHU de Dijon,0458874152
D9428,Suzanne,Richard,Rhumatologie,Clinique Tivoli,+33 2 37 47 54 88
D9429,André,Gillet,Pédiatrie,CHU Pellegrin,+33 (0)6 54 73 83 66
D9430,Laurence,Jacquet,Infectiologie,CHU de Nancy,02 47 83 44 99
D9431,Éléonore,Benard,Ophtalmologie,Clinique Saint-Augustin,04 49 72 55 36
D9432,Thomas,Pottier,Neurologie,Clinique du Parc,0469605923
D9433,Luc,Paul,Neurologie,CHU de Lille,+33 4 72 16 91 30
D9434,Arnaude,Allard,Médecine vasculaire,Clinique du Parc,+33 2 41 29 28 50
D9435,Olivier,Adam,Néphrologie,CHU de Toulouse,+33 (0)3 52 59 07 06
D9436,Chantal,Fernandez,Médecine du sport,Clinique Saint-Augustin,0232525862
D9437,Frédéric,Camus,Médecine du sport,CHU d'Angers,+33 (0)1 44 87 81 32
D9438,Juliette,Mary,Médecine vasculaire,CHU de Nancy,+33 (0)2 36 11 82 79
D9439,Émilie,Wagner,Médecine palliative,Clinique Saint-Augustin,0182582734
D9440,Patricia,Poulain,Neurologie,CHU de Strasbourg,04 90 98 98 92
D9441,Margot,Boyer,Médecine interne,Polyclinique Bordeaux Nord,0328455031
D9442,Aurore,Gomez,Médecine d'urgence,CHU de Strasbourg,+33 (0)6 99 33 59 98
D9443,Tristan,De Sousa,Rhumatologie,Hôpital Saint-Louis,0221225376
D9444,Lucy,Coste,Endocrinologie,Hôpital Bichat,0276824104
D9445,Gilles,Durand,Dermatologie,Hôpital Saint-André,02 35 01 56 33
D9446,Inès,Perrin,Chirurgie cardiovasculaire,CH de la Côte Basque,+33 (0)6 65 76 44 93
D9447,Margaud,Giraud,Neurologie,Hôpital Saint-André,+33 3 54 30 74 23
D9448,Henri,Dias,Infectiologie,CHU de Nancy,+33 2 33 04 98 80
D9449,Astrid,Moreno,Dermatologie,Hôpital Pitié-Salpêtrière,0422063721
D9450,Margaud,Lecomte,Médecine du sport,Clinique Pasteur,05 79 15 92 82
D9451,Jules,Dupuy,Chirurgie cardiovasculaire,CHU de Rennes,03 82 82 56 97
D9452,Étienne,Delattre,Gériatrie,CHU Pellegrin,+33 (0)6 31 55 41 33
D9453,Arthur,Buisson,Médecine vasculaire,Polyclinique Bordeaux Nord,+33 (0)4 98 11 30 01
D9454,Augustin,Bernier,Anesthésiologie,CHU Haut-Lévêque,0247144342
D9455,Philippe,Bruneau,Oto-rhino-laryngologie,Hôpital Pitié-Salpêtrière,0214561354
D9456,Valérie,Jacob,Rhumatologie,Hôpital Xavier Arnozan,03 54 90 73 87
D9457,Yves,Gay,Chirurgie orthopédique,Hôpital de la Timone,0561191129
D9458,Théodore,Jourdan,Gastro-entérologie,Hôpital Robert Picqué,+33 (0)4 50 01 27 24
D9459,Marianne,Marie,Gynécologie,CH de la Côte Basque,04 89 02 88 73
D9460,Patrick,Lenoir,Néphrologie,Hôpital Pitié-Salpêtrière,+33 (0)5 96 45 49 85
D9461,Antoinette,Arnaud,Urologie,Hôpital Purpan,04 91 77 77 83
D9462,Jean,Guérin,Psychiatrie,Hôpital Robert Picqué,06 30 33 72 65
D9463,Aurore,Pottier,Médecine d'urgence,Polyclinique Bordeaux Nord,+33 6 30 20 04 51
D9464,Suzanne,Carlier,Endocrinologie,CHU de Dijon,0491915178
D9465,Paulette,Mace,Hématologie,CHU d'Angers,+33 5 90 33 50 21
D9466,Thibault,Goncalves,Médecine palliative,Hôpital Robert Picqué,+33 (0)7 32 19 98 98
D9467,Gilles,Vasseur,Dermatologie,Hôpital de la Timone,02 62 24 28 23
D9468,Théodore,Boucher,Cardiologie,CHU de Rennes,+33 1 80 71 22 30
D9469,Hugues,Valette,Physiologie,Clinique du Parc,0363007232
D9470,Roland,Morvan,Neurologie,Hôpital Robert Picqué,0420440513
D9471,Margaud,Pons,Pédiatrie,CHU d'Angers,0610554800
D9472,Agathe,Bigot,Orthopédie,CHU de Strasbourg,+33 4 77 29 44 93
D9473,Bernard,Masse,Cardiologie,Clinique Pasteur,+33 3 55 32 15 32
D9474,Diane,Vidal,Médecine du sport,Hôpital Necker,+33 3 81 20 18 61
D9475,Olivie,Mallet,Chirurgie générale,CHU de Nantes,+33 5 40 45 60 98
D9476,Augustin,Albert,Infectiologie,Clinique Tivoli,02 54 11 38 47
D9477,Luce,Bonnet,Anesthésiologie,Polyclinique Bordeaux Nord,0178227493
D9478,Alain,Pottier,Urologie,CHU de Nancy,+33 (0)3 71 82 95 53
D9479,Alex,Gilles,Physiologie,Hôpital Bichat,+33 2 28 57 37 03
D9480,Frédérique,Delannoy,Médecine d'urgence,CHU de Rennes,0627260333
D9481,Sylvie,Mallet,Hématologie,CHU de Lille,+33 (0)5 63 35 99 99
D9482,Antoine,Jacob,Gynécologie,CHU de Dijon,01 44 23 17 50
D9483,Édith,Perrin,Gynécologie,Hôpital de la Timone,+33 (0)4 73 35 21 62
D9484,Gilbert,Verdier,Gériatrie,CHU de Lille,04 91 22 11 98
D9485,Monique,Humbert,Hématologie,Clinique Pasteur,0422713341
D9486,Diane,Nicolas,Oncologie,CHU de Montpellier,+33 2 38 68 60 62
D9487,Victor,Benoit,Médecine interne,CHU de Nantes,02 19 38 18 48
D9488,Catherine,Laine,Infectiologie,Hôpital Xavier Arnozan,08 07 71 10 90
D9489,Maggie,Mary,Médecine palliative,Clinique Tivoli,+33 3 55 20 76 25
D9490,Claude,Leduc,Pneumologie,Hôpital Necker,+33 2 32 69 56 28
D9491,Tristan,Thibault,Chirurgie orthopédique,Hôpital Cochin,+33 (0)5 53 91 58 20
D9492,Laure,Morin,Infectiologie,Clinique Tivoli,+33 (0)1 42 36 67 58
D9493,Augustin,Couturier,Chirurgie générale,Clinique Tivoli,+33 6 83 37 79 97
D9494,Renée,Pottier,Orthopédie,CHU d'Angers,+33 2 19 58 93 65
D9495,Charlotte,Jacquet,Hématologie,Hôpital Purpan,0553858732
D9496,Aimée,Ollivier,Neurologie,CHU Haut-Lévêque,0467338723
D9497,Philippe,Faivre,Néphrologie,Clinique Saint-Augustin,+33 (0)3 86 29 39 91
D9498,Édouard,Baudry,Pédiatrie,CHU de Montpellier,05 61 21 13 75
D9499,Josette,Gilbert,Gastro-entérologie,CHU de Toulouse,0630206797
D9500,Margaux,Brun,Cardiologie,Clinique Saint-Augustin,+33 4 34 28 18 26
D9501,Marianne,Pruvost,Gériatrie,Hôpital Purpan,0442900103
D9502,Édith,Garcia,Médecine vasculaire,CHU de Dijon,+33 (0)3 27 19 24 46
D9503,Océane,Guillaume,Médecine générale,Hôpital Cochin,+33 1 81 29 73 99
D9504,Zacharie,Coste,Oto-rhino-laryngologie,Clinique Pasteur,+33 7 54 03 39 21
D9505,Nicolas,Fernandes,Dermatologie,Polyclinique de l'Atlantique,+33 1 72 68 40 05
D9506,Éric,Millet,Infectiologie,Polyclinique Bordeaux Nord,03 58 93 51 30
D9507,Nicolas,Raynaud,Physiologie,Hôpital Purpan,0269013303
D9508,Stéphanie,Ruiz,Dermatologie,CHU de Nantes,+33 3 22 89 95 18
D9509,Margaud,Letellier,Chirurgie générale,Clinique Saint-Augustin,+33 4 43 32 56 50
D9510,Mathilde,Bruneau,Infectiologie,Hôpital Edouard Herriot,0449645569
D9511,Jeanne,Delannoy,Médecine vasculaire,CHU de Montpellier,+33 (0)3 63 36 54 53
D9512,Gérard,Diaz,Hématologie,Hôpital Purpan,0684347975
D9513,Astrid,Cousin,Rhumatologie,CHU de Montpellier,+33 2 96 73 32 99
D9514,Joséphine,Gillet,Pédiatrie,CHU de Nantes,+33 (0)4 30 32 06 11
D9515,Honoré,Mathieu,Oto-rhino-laryngologie,CHU de Strasbourg,01 41 43 79 65
D9516,André,Pascal,Neurologie,Hôpital de la Timone,0356372417
D9517,Thibault,Pruvost,Néphrologie,Hôpital Bichat,+33 (0)5 90 82 76 98
D9518,Eugène,Leduc,Médecine vasculaire,CH de la Côte Basque,+33 (0)5 61 42 07 43
D9519,Chantal,Gomes,Chirurgie orthopédique,CHU Pellegrin,+33 (0)6 34 77 84 25
D9520,Georges,Bertrand,Pédiatrie,CHU de Toulouse,+33 (0)5 81 58 87 87
D9521,Denis,Mercier,Endocrinologie,CH de la Côte Basque,06 84 77 53 16
D9522,William,Dupré,Gynécologie,CHU de Toulouse,06 95 06 69 99
D9523,Monique,Lemaître,Médecine interne,Hôpital Saint-Louis,0231540328
D9524,Laure,Gérard,Pédiatrie,Hôpital Xavier Arnozan,02 79 47 53 66
D9525,Suzanne,Lebon,Gynécologie,CHU de Nantes,+33 (0)3 10 89 46 14
D9526,Suzanne,Poulain,Gériatrie,CHU de Nancy,0423511755
D9527,Renée,Blin,Anesthésiologie,Hôpital Bichat,0364982157
D9528,Alfred,Allain,Médecine du sport,Clinique du Parc,0562462956
D9529,Brigitte,Gonzalez,Médecine vasculaire,CHU de Strasbourg,+33 1 34 85 54 43
D9530,Nath,Bouchet,Pédiatrie,Clinique Saint-Augustin,0432937479
D9531,Alexandre,Jacquot,Néphrologie,Clinique Tivoli,05 67 88 38 49
D9532,Eugène,Gilbert,Médecine palliative,Hôpital de la Timone,02 51 57 62 89
D9533,Thibaut,Pascal,Médecine interne,CHU de Montpellier,+33 (0)5 45 33 51 86
D9534,Guy,Delannoy,Oto-rhino-laryngologie,CHU de Dijon,03 89 77 88 09
D9535,Lucas,Lacombe,Médecine du sport,CHU d'Angers,06 32 66 17 72
D9536,Charles,Lombard,Pédiatrie,Clinique Pasteur,+33 (0)3 21 31 93 90
D9537,Isaac,Girard,Dermatologie,Hôpital Necker,+33 (0)2 34 45 01 62
D9538,Roland,Léger,Chirurgie cardiovasculaire,CHU de Nancy,0130090372
D9539,Gilles,Bailly,Chirurgie cardiovasculaire,Hôpital Bichat,02 99 42 43 05
D9540,Andrée,Coste,Dermatologie,CHU de Strasbourg,01 47 58 08 23
D9541,Bertrand,Leroy,Gastro-entérologie,CHU de Lille,06 37 99 28 46
D9542,Luc,Delorme,Physiologie,Hôpital Xavier Arnozan,0481564226
D9543,Adrien,Laroche,Médecine générale,CHU de Nancy,+33 (0)6 15 97 01 19
D9544,Aimé,Bodin,Pédiatrie,CHU Haut-Lévêque,+33 (0)4 32 79 49 05
D9545,Emmanuel,Guichard,Pédiatrie,CHU de Lille,0256581202
D9546,Chantal,Goncalves,Hématologie,Clinique Saint-Augustin,0252141689
D9547,Zacharie,Morel,Chirurgie orthopédique,Clinique Pasteur,04 88 73 13 28
D9548,Yves,Blanc,Endocrinologie,CHU de Lille,0516297428
D9549,Anaïs,Bouchet,Radiologie,CHU d'Angers,06 38 19 02 33
D9550,Camille,Munoz,Infectiologie,CHU de Strasbourg,02 79 87 80 89
D9551,Céline,Laurent,Psychiatrie,CHU Pellegrin,04 67 72 05 29
D9552,Emmanuel,Peron,Médecine vasculaire,Hôpital Saint-André,06 36 50 86 39
D9553,Guy,Mahe,Cardiologie,Hôpital Saint-Louis,05 45 98 43 11
D9554,Jacques,Renault,Médecine palliative,CHU d'Angers,+33 (0)5 33 04 36 68
D9555,Jeannine,Thibault,Gynécologie,CHU de Nantes,0770411853
D9556,Victor,Briand,Chirurgie cardiovasculaire,Polyclinique de l'Atlantique,0254316421
D9557,Laetitia,Nguyen,Rhumatologie,Clinique du Parc,+33 4 65 61 08 75
D9558,Marianne,Moreno,Urologie,CHU de Nancy,01 49 78 63 81
D9559,Jacques,Jacquet,Cardiologie,CHU de Nantes,+33 (0)4 73 79 26 82
D9560,Marie,Faivre,Néphrologie,Hôpital Saint-André,0376751606
D9561,Maryse,François,Rhumatologie,Hôpital Saint-Louis,0174351957
D9562,Matthieu,Morel,Rhumatologie,Hôpital Privé Jean Mermoz,+33 (0)6 64 65 24 83
D9563,Théophile,Allard,Orthopédie,Hôpital Necker,+33 2 31 14 50 64
D9564,Thomas,Rey,Oto-rhino-laryngologie,Hôpital Necker,+33 4 57 95 69 24
D9565,Alexandre,Henry,Gastro-entérologie,Hôpital Xavier Arnozan,+33 4 82 98 64 68
D9566,Sébastien,Dijoux,Neurologie,Hôpital Pitié-Salpêtrière,+33 (0)4 92 22 82 48
D9567,Christine,Cousin,Neurologie,CHU de Strasbourg,+33 2 72 36 29 82
D9568,Thomas,Godard,Chirurgie cardiovasculaire,CHU de Strasbourg,0477114068
D9569,Monique,Maillard,Oncologie,Clinique Pasteur,+33 (0)1 44 06 79 47
D9570,Marthe,Gauthier,Gynécologie,CHU de Toulouse,+33 (0)2 85 01 11 62
D9571,Véronique,Barbe,Endocrinologie,Hôpital Bichat,+33 1 75 55 64 19
D9572,Mathilde,Guillon,Pédiatrie,Clinique Saint-Augustin,+33 (0)3 72 97 09 70
D9573,Théophile,Raymond,Psychiatrie,Clinique Tivoli,+33 3 24 10 56 12
D9574,Eugène,Godard,Chirurgie générale,CHU Pellegrin,04 87 25 47 07
D9575,Élisabeth,Gimenez,Psychiatrie,Hôpital Necker,+33 4 95 99 44 72
D9576,Margot,Guichard,Médecine d'urgence,Hôpital Saint-Louis,+33 (0)2 57 12 08 65
D9577,Martine,Lebrun,Médecine interne,CHU d'Angers,+33 (0)1 44 70 19 43
D9578,Adrien,Tessier,Médecine palliative,CHU de Nantes,0596163441
D9579,Timothée,Gautier,Chirurgie générale,Hôpital Saint-André,+33 5 33 12 40 36
D9580,André,Denis,Médecine palliative,CHU Pellegrin,+33 6 48 27 09 17
D9581,Aurélie,Lambert,Infectiologie,CHU de Nancy,+33 3 85 02 63 56
D9582,Emmanuelle,Devaux,Psychiatrie,CHU de Dijon,05 16 52 99 10
D9583,Bertrand,Maréchal,Pédiatrie,Clinique Tivoli,+33 2 14 69 67 08
D9584,Léon,Blanchard,Pédiatrie,Hôpital Xavier Arnozan,+33 6 33 82 50 83
D9585,Margaret,Collet,Pneumologie,Polyclinique Bordeaux Nord,+33 (0)1 75 17 04 76
D9586,Sébastien,Dupont,Radiologie,Hôpital Saint-André,+33 (0)3 84 81 60 60
D9587,Léon,Blanchard,Anesthésiologie,Clinique Pasteur,02 34 24 43 37
D9588,Thibault,Colas,Chirurgie cardiovasculaire,CHU de Rennes,0561889682
D9589,Christine,Jean,Médecine interne,Clinique Saint-Augustin,0699072462
D9590,Vincent,Loiseau,Radiologie,Hôpital Xavier Arnozan,05 65 86 20 55
D9591,Antoine,Hoareau,Chirurgie cardiovasculaire,Hôpital Cochin,02 69 82 36 08
D9592,Noël,Marques,Néphrologie,Clinique du Parc,+33 3 51 39 19 98
D9593,Astrid,Dos Santos,Neurologie,Clinique du Parc,06 95 02 87 48
D9594,Pauline,Mary,Dermatologie,Clinique Tivoli,+33 3 44 31 31 97
D9595,Hélène,Bourdon,Médecine générale,CHU de Nantes,+33 (0)2 62 30 65 53
D9596,Louis,Benard,Gynécologie,CHU de Lille,+33 (0)6 14 96 46 84
D9597,Louise,Perret,Oto-rhino-laryngologie,CHU de Nancy,02 43 94 71 43
D9598,Margaux,Peltier,Gériatrie,Clinique Pasteur,0234617240
D9599,Thomas,Moulin,Médecine interne,Hôpital Bichat,0633723133
D9600,Michelle,Leleu,Infectiologie,Clinique Saint-Augustin,+33 5 17 14 34 56
D9601,Thibaut,Rossi,Pneumologie,Hôpital Privé Jean Mermoz,07 81 15 39 57
D9602,Maurice,Bonnin,Radiologie,Clinique Pasteur,+33 (0)3 58 34 16 04
D9603,Pénélope,Collin,Médecine du sport,CHU de Nantes,+33 1 76 70 95 01
D9604,Paulette,Lopes,Radiologie,Polyclinique de l'Atlantique,+33 6 85 52 63 54
